Date,Location,RainTomorrow,Prediccion_RainTomorrow
2014-04-27,CoffsHarbour,1,1
2014-04-28,CoffsHarbour,1,1
2014-04-29,CoffsHarbour,0,0
2014-04-30,CoffsHarbour,0,1
2014-05-01,CoffsHarbour,1,0
2014-05-02,CoffsHarbour,0,1
2014-05-03,CoffsHarbour,0,0
2014-05-04,CoffsHarbour,0,0
2014-05-05,CoffsHarbour,0,0
2014-05-06,CoffsHarbour,0,0
2014-05-07,CoffsHarbour,0,0
2014-05-08,CoffsHarbour,0,0
2014-05-09,CoffsHarbour,0,0
2014-05-10,CoffsHarbour,0,0
2014-05-11,CoffsHarbour,0,0
2014-05-12,CoffsHarbour,0,0
2014-05-13,CoffsHarbour,0,0
2014-05-14,CoffsHarbour,0,0
2014-05-15,CoffsHarbour,0,0
2014-05-16,CoffsHarbour,0,0
2014-05-17,CoffsHarbour,0,0
2014-05-18,CoffsHarbour,0,0
2014-05-19,CoffsHarbour,0,0
2014-05-20,CoffsHarbour,0,0
2014-05-21,CoffsHarbour,0,0
2014-05-22,CoffsHarbour,0,0
2014-05-23,CoffsHarbour,0,0
2014-05-24,CoffsHarbour,0,0
2014-05-25,CoffsHarbour,0,0
2014-05-26,CoffsHarbour,0,0
2014-05-27,CoffsHarbour,0,0
2014-05-28,CoffsHarbour,0,0
2014-05-29,CoffsHarbour,0,0
2014-05-30,CoffsHarbour,1,0
2014-05-31,CoffsHarbour,1,1
2014-06-01,CoffsHarbour,0,1
2014-06-02,CoffsHarbour,1,1
2014-06-03,CoffsHarbour,0,1
2014-06-04,CoffsHarbour,1,1
2014-06-05,CoffsHarbour,0,1
2014-06-06,CoffsHarbour,0,0
2014-06-07,CoffsHarbour,0,0
2014-06-08,CoffsHarbour,0,1
2014-06-09,CoffsHarbour,1,0
2014-06-10,CoffsHarbour,1,1
2014-06-11,CoffsHarbour,0,0
2014-06-12,CoffsHarbour,0,0
2014-06-13,CoffsHarbour,0,1
2014-06-14,CoffsHarbour,0,1
2014-06-15,CoffsHarbour,0,0
2014-06-16,CoffsHarbour,0,0
2014-06-17,CoffsHarbour,0,0
2014-06-18,CoffsHarbour,0,0
2014-06-19,CoffsHarbour,0,0
2014-06-20,CoffsHarbour,0,0
2014-06-21,CoffsHarbour,1,0
2014-06-22,CoffsHarbour,0,0
2014-06-23,CoffsHarbour,0,0
2014-06-24,CoffsHarbour,0,0
2014-06-25,CoffsHarbour,0,0
2014-06-26,CoffsHarbour,0,0
2014-06-27,CoffsHarbour,0,0
2014-06-28,CoffsHarbour,1,0
2014-06-29,CoffsHarbour,0,0
2014-06-30,CoffsHarbour,0,0
2014-07-01,CoffsHarbour,0,0
2014-07-02,CoffsHarbour,0,0
2014-07-03,CoffsHarbour,0,0
2014-07-04,CoffsHarbour,0,0
2014-07-05,CoffsHarbour,0,0
2014-07-06,CoffsHarbour,0,0
2014-07-07,CoffsHarbour,0,0
2014-07-08,CoffsHarbour,0,0
2014-07-09,CoffsHarbour,0,0
2014-07-10,CoffsHarbour,0,0
2014-07-11,CoffsHarbour,0,0
2014-07-12,CoffsHarbour,0,0
2014-07-13,CoffsHarbour,0,0
2014-07-14,CoffsHarbour,0,0
2014-07-15,CoffsHarbour,0,0
2014-07-16,CoffsHarbour,0,0
2014-07-17,CoffsHarbour,0,0
2014-07-18,CoffsHarbour,0,0
2014-07-19,CoffsHarbour,0,0
2014-07-20,CoffsHarbour,0,0
2014-07-21,CoffsHarbour,1,1
2014-07-22,CoffsHarbour,0,1
2014-07-23,CoffsHarbour,0,0
2014-07-24,CoffsHarbour,0,0
2014-07-25,CoffsHarbour,0,0
2014-07-26,CoffsHarbour,0,0
2014-07-27,CoffsHarbour,0,0
2014-07-28,CoffsHarbour,0,0
2014-07-29,CoffsHarbour,0,0
2014-07-30,CoffsHarbour,0,0
2014-07-31,CoffsHarbour,0,0
2014-08-01,CoffsHarbour,0,0
2014-08-02,CoffsHarbour,0,0
2014-08-03,CoffsHarbour,1,1
2014-08-04,CoffsHarbour,0,0
2014-08-05,CoffsHarbour,0,0
2014-08-06,CoffsHarbour,0,0
2014-08-07,CoffsHarbour,0,0
2014-08-08,CoffsHarbour,0,0
2014-08-09,CoffsHarbour,0,0
2014-08-10,CoffsHarbour,0,0
2014-08-11,CoffsHarbour,0,0
2014-08-12,CoffsHarbour,0,0
2014-08-13,CoffsHarbour,1,0
2014-08-14,CoffsHarbour,0,0
2014-08-15,CoffsHarbour,0,0
2014-08-16,CoffsHarbour,1,1
2014-08-17,CoffsHarbour,0,1
2014-08-18,CoffsHarbour,0,0
2014-08-19,CoffsHarbour,0,0
2014-08-20,CoffsHarbour,0,0
2014-08-21,CoffsHarbour,0,1
2014-08-22,CoffsHarbour,1,0
2014-08-23,CoffsHarbour,1,1
2014-08-24,CoffsHarbour,1,1
2014-08-25,CoffsHarbour,1,1
2014-08-26,CoffsHarbour,1,1
2014-08-27,CoffsHarbour,1,1
2014-08-28,CoffsHarbour,0,0
2014-08-29,CoffsHarbour,0,0
2014-08-30,CoffsHarbour,0,0
2014-08-31,CoffsHarbour,0,0
2014-09-01,CoffsHarbour,0,1
2014-09-02,CoffsHarbour,0,0
2014-09-03,CoffsHarbour,0,0
2014-09-04,CoffsHarbour,0,0
2014-09-05,CoffsHarbour,0,0
2014-09-06,CoffsHarbour,1,0
2014-09-07,CoffsHarbour,1,0
2014-09-08,CoffsHarbour,1,1
2014-09-09,CoffsHarbour,0,0
2014-09-10,CoffsHarbour,0,0
2014-09-11,CoffsHarbour,0,0
2014-09-12,CoffsHarbour,1,0
2014-09-13,CoffsHarbour,0,1
2014-09-14,CoffsHarbour,0,0
2014-09-15,CoffsHarbour,0,0
2014-09-16,CoffsHarbour,0,0
2014-09-17,CoffsHarbour,0,0
2014-09-18,CoffsHarbour,0,0
2014-09-19,CoffsHarbour,1,0
2014-09-20,CoffsHarbour,0,0
2014-09-21,CoffsHarbour,1,0
2014-09-22,CoffsHarbour,0,0
2014-09-23,CoffsHarbour,0,0
2014-09-24,CoffsHarbour,0,0
2014-09-25,CoffsHarbour,0,0
2014-09-26,CoffsHarbour,0,0
2014-09-27,CoffsHarbour,0,0
2014-09-28,CoffsHarbour,0,0
2014-09-29,CoffsHarbour,0,0
2014-09-30,CoffsHarbour,0,0
2014-10-01,CoffsHarbour,0,0
2014-10-02,CoffsHarbour,0,0
2014-10-03,CoffsHarbour,0,0
2014-10-04,CoffsHarbour,0,0
2014-10-05,CoffsHarbour,0,0
2014-10-06,CoffsHarbour,0,0
2014-10-07,CoffsHarbour,0,0
2014-10-08,CoffsHarbour,0,0
2014-10-09,CoffsHarbour,0,1
2014-10-10,CoffsHarbour,0,0
2014-10-11,CoffsHarbour,0,0
2014-10-12,CoffsHarbour,0,0
2014-10-13,CoffsHarbour,1,0
2014-10-14,CoffsHarbour,1,1
2014-10-15,CoffsHarbour,0,0
2014-10-16,CoffsHarbour,0,0
2014-10-17,CoffsHarbour,0,0
2014-10-18,CoffsHarbour,0,0
2014-10-19,CoffsHarbour,0,0
2014-10-20,CoffsHarbour,0,0
2014-10-21,CoffsHarbour,1,1
2014-10-22,CoffsHarbour,0,0
2014-10-23,CoffsHarbour,0,0
2014-10-24,CoffsHarbour,0,0
2014-10-25,CoffsHarbour,0,0
2014-10-26,CoffsHarbour,0,0
2014-10-27,CoffsHarbour,0,1
2014-10-28,CoffsHarbour,0,0
2014-10-29,CoffsHarbour,0,0
2014-10-30,CoffsHarbour,0,0
2014-10-31,CoffsHarbour,0,0
2014-11-01,CoffsHarbour,0,0
2014-11-02,CoffsHarbour,0,0
2014-11-03,CoffsHarbour,1,0
2014-11-04,CoffsHarbour,0,0
2014-11-05,CoffsHarbour,1,0
2014-11-06,CoffsHarbour,1,1
2014-11-07,CoffsHarbour,0,0
2014-11-08,CoffsHarbour,0,0
2014-11-09,CoffsHarbour,0,0
2014-11-10,CoffsHarbour,1,0
2014-11-11,CoffsHarbour,1,1
2014-11-12,CoffsHarbour,0,1
2014-11-13,CoffsHarbour,0,0
2014-11-14,CoffsHarbour,0,0
2014-11-15,CoffsHarbour,1,1
2014-11-16,CoffsHarbour,0,0
2014-11-17,CoffsHarbour,0,0
2014-11-18,CoffsHarbour,0,0
2014-11-19,CoffsHarbour,1,1
2014-11-20,CoffsHarbour,0,0
2014-11-21,CoffsHarbour,0,1
2014-11-22,CoffsHarbour,0,0
2014-11-23,CoffsHarbour,0,1
2014-11-24,CoffsHarbour,0,0
2014-11-25,CoffsHarbour,1,1
2014-11-26,CoffsHarbour,1,1
2014-11-27,CoffsHarbour,1,1
2014-11-28,CoffsHarbour,1,1
2014-11-29,CoffsHarbour,0,0
2014-11-30,CoffsHarbour,0,0
2014-12-01,CoffsHarbour,0,0
2014-12-02,CoffsHarbour,0,0
2014-12-03,CoffsHarbour,0,0
2014-12-04,CoffsHarbour,1,1
2014-12-05,CoffsHarbour,0,0
2014-12-06,CoffsHarbour,0,0
2014-12-07,CoffsHarbour,0,0
2014-12-08,CoffsHarbour,0,1
2014-12-09,CoffsHarbour,0,0
2014-12-10,CoffsHarbour,0,1
2014-12-11,CoffsHarbour,1,1
2014-12-12,CoffsHarbour,1,1
2014-12-13,CoffsHarbour,1,1
2014-12-14,CoffsHarbour,0,0
2014-12-15,CoffsHarbour,0,0
2014-12-16,CoffsHarbour,1,0
2014-12-17,CoffsHarbour,0,1
2014-12-18,CoffsHarbour,1,0
2014-12-19,CoffsHarbour,0,0
2014-12-20,CoffsHarbour,0,0
2014-12-21,CoffsHarbour,0,0
2014-12-22,CoffsHarbour,0,0
2014-12-23,CoffsHarbour,0,0
2014-12-24,CoffsHarbour,0,0
2014-12-25,CoffsHarbour,1,1
2014-12-26,CoffsHarbour,1,0
2014-12-27,CoffsHarbour,1,1
2014-12-28,CoffsHarbour,1,1
2014-12-29,CoffsHarbour,1,1
2014-12-30,CoffsHarbour,0,0
2014-12-31,CoffsHarbour,0,1
2015-01-01,CoffsHarbour,0,1
2015-01-02,CoffsHarbour,0,0
2015-01-03,CoffsHarbour,0,1
2015-01-04,CoffsHarbour,0,0
2015-01-05,CoffsHarbour,0,0
2015-01-06,CoffsHarbour,0,0
2015-01-07,CoffsHarbour,0,0
2015-01-08,CoffsHarbour,0,0
2015-01-09,CoffsHarbour,0,0
2015-01-10,CoffsHarbour,0,0
2015-01-11,CoffsHarbour,0,1
2015-01-12,CoffsHarbour,0,1
2015-01-13,CoffsHarbour,0,0
2015-01-14,CoffsHarbour,0,0
2015-01-15,CoffsHarbour,0,0
2015-01-16,CoffsHarbour,0,0
2015-01-17,CoffsHarbour,0,0
2015-01-18,CoffsHarbour,0,0
2015-01-19,CoffsHarbour,0,0
2015-01-20,CoffsHarbour,0,1
2015-01-21,CoffsHarbour,0,1
2015-01-22,CoffsHarbour,0,1
2015-01-23,CoffsHarbour,0,1
2015-01-24,CoffsHarbour,0,0
2015-01-25,CoffsHarbour,0,0
2015-01-26,CoffsHarbour,0,1
2015-01-27,CoffsHarbour,0,1
2015-01-28,CoffsHarbour,0,1
2015-01-29,CoffsHarbour,0,0
2015-01-30,CoffsHarbour,0,0
2015-01-31,CoffsHarbour,1,0
2015-02-01,CoffsHarbour,1,0
2015-02-02,CoffsHarbour,1,1
2015-02-03,CoffsHarbour,1,1
2015-02-04,CoffsHarbour,1,0
2015-02-05,CoffsHarbour,1,0
2015-02-06,CoffsHarbour,1,0
2015-02-07,CoffsHarbour,0,0
2015-02-08,CoffsHarbour,0,0
2015-02-09,CoffsHarbour,0,0
2015-02-10,CoffsHarbour,1,0
2015-02-11,CoffsHarbour,1,0
2015-02-12,CoffsHarbour,0,1
2015-02-13,CoffsHarbour,1,0
2015-02-14,CoffsHarbour,0,0
2015-02-15,CoffsHarbour,0,0
2015-02-16,CoffsHarbour,0,0
2015-02-17,CoffsHarbour,1,0
2015-02-18,CoffsHarbour,1,1
2015-02-19,CoffsHarbour,1,1
2015-02-20,CoffsHarbour,1,1
2015-02-21,CoffsHarbour,1,1
2015-02-22,CoffsHarbour,1,1
2015-02-23,CoffsHarbour,1,1
2015-02-24,CoffsHarbour,1,1
2015-02-25,CoffsHarbour,0,1
2015-02-26,CoffsHarbour,1,0
2015-02-27,CoffsHarbour,1,0
2015-02-28,CoffsHarbour,0,0
2015-03-01,CoffsHarbour,1,1
2015-03-02,CoffsHarbour,1,0
2015-03-03,CoffsHarbour,0,0
2015-03-04,CoffsHarbour,0,0
2015-03-05,CoffsHarbour,0,0
2015-03-06,CoffsHarbour,0,0
2015-03-07,CoffsHarbour,0,0
2015-03-08,CoffsHarbour,1,0
2015-03-09,CoffsHarbour,0,0
2015-03-10,CoffsHarbour,0,0
2015-03-11,CoffsHarbour,0,0
2015-03-12,CoffsHarbour,0,0
2015-03-13,CoffsHarbour,1,1
2015-03-14,CoffsHarbour,0,0
2015-03-15,CoffsHarbour,1,0
2015-03-16,CoffsHarbour,0,0
2015-03-17,CoffsHarbour,0,0
2015-03-18,CoffsHarbour,0,0
2015-03-19,CoffsHarbour,0,0
2015-03-20,CoffsHarbour,0,0
2015-03-21,CoffsHarbour,1,1
2015-03-22,CoffsHarbour,1,0
2015-03-23,CoffsHarbour,0,1
2015-03-24,CoffsHarbour,0,0
2015-03-25,CoffsHarbour,0,1
2015-03-26,CoffsHarbour,1,0
2015-03-27,CoffsHarbour,0,0
2015-03-28,CoffsHarbour,0,0
2015-03-29,CoffsHarbour,0,0
2015-03-30,CoffsHarbour,1,0
2015-03-31,CoffsHarbour,1,1
2015-04-01,CoffsHarbour,1,1
2015-04-02,CoffsHarbour,0,1
2015-04-03,CoffsHarbour,1,0
2015-04-04,CoffsHarbour,1,1
2015-04-05,CoffsHarbour,1,1
2015-04-06,CoffsHarbour,1,0
2015-04-07,CoffsHarbour,0,0
2015-04-08,CoffsHarbour,0,0
2015-04-09,CoffsHarbour,0,0
2015-04-10,CoffsHarbour,0,0
2015-04-11,CoffsHarbour,0,0
2015-04-12,CoffsHarbour,0,0
2015-04-13,CoffsHarbour,0,0
2015-04-14,CoffsHarbour,0,0
2015-04-15,CoffsHarbour,0,0
2015-04-16,CoffsHarbour,0,0
2015-04-17,CoffsHarbour,0,0
2015-04-18,CoffsHarbour,0,0
2015-04-19,CoffsHarbour,1,1
2015-04-20,CoffsHarbour,1,1
2015-04-21,CoffsHarbour,0,0
2015-04-22,CoffsHarbour,0,0
2015-04-23,CoffsHarbour,0,0
2015-04-24,CoffsHarbour,0,0
2015-04-25,CoffsHarbour,0,0
2015-04-26,CoffsHarbour,0,0
2015-04-27,CoffsHarbour,0,0
2015-04-28,CoffsHarbour,1,0
2015-04-29,CoffsHarbour,1,0
2015-04-30,CoffsHarbour,1,1
2015-05-01,CoffsHarbour,1,1
2015-05-02,CoffsHarbour,1,1
2015-05-03,CoffsHarbour,0,0
2015-05-04,CoffsHarbour,0,1
2015-05-05,CoffsHarbour,0,0
2015-05-06,CoffsHarbour,0,0
2015-05-07,CoffsHarbour,0,0
2015-05-08,CoffsHarbour,0,0
2015-05-09,CoffsHarbour,0,0
2015-05-10,CoffsHarbour,0,0
2015-05-11,CoffsHarbour,0,0
2015-05-12,CoffsHarbour,0,0
2015-05-13,CoffsHarbour,1,0
2015-05-14,CoffsHarbour,0,0
2015-05-15,CoffsHarbour,1,0
2015-05-16,CoffsHarbour,1,1
2015-05-17,CoffsHarbour,1,1
2015-05-18,CoffsHarbour,1,1
2015-05-19,CoffsHarbour,0,1
2015-05-20,CoffsHarbour,0,0
2015-05-21,CoffsHarbour,1,1
2015-05-22,CoffsHarbour,1,0
2015-05-23,CoffsHarbour,0,0
2015-05-24,CoffsHarbour,0,0
2015-05-25,CoffsHarbour,0,0
2015-05-26,CoffsHarbour,0,0
2015-05-27,CoffsHarbour,0,0
2015-05-28,CoffsHarbour,0,1
2015-05-29,CoffsHarbour,0,0
2015-05-30,CoffsHarbour,1,1
2015-05-31,CoffsHarbour,1,1
2015-06-01,CoffsHarbour,0,0
2015-06-02,CoffsHarbour,0,0
2015-06-03,CoffsHarbour,0,0
2015-06-04,CoffsHarbour,0,0
2015-06-05,CoffsHarbour,0,1
2015-06-06,CoffsHarbour,1,1
2015-06-07,CoffsHarbour,0,0
2015-06-08,CoffsHarbour,0,0
2015-06-09,CoffsHarbour,0,0
2015-06-10,CoffsHarbour,1,0
2015-06-11,CoffsHarbour,1,1
2015-06-12,CoffsHarbour,1,1
2015-06-13,CoffsHarbour,0,1
2015-06-14,CoffsHarbour,1,1
2015-06-15,CoffsHarbour,0,1
2015-06-16,CoffsHarbour,1,1
2015-06-17,CoffsHarbour,0,1
2015-06-18,CoffsHarbour,0,0
2015-06-19,CoffsHarbour,0,0
2015-06-20,CoffsHarbour,0,0
2015-06-21,CoffsHarbour,0,0
2015-06-22,CoffsHarbour,0,0
2015-06-23,CoffsHarbour,0,0
2015-06-24,CoffsHarbour,0,0
2015-06-25,CoffsHarbour,1,0
2015-06-26,CoffsHarbour,0,1
2015-06-27,CoffsHarbour,0,0
2015-06-28,CoffsHarbour,0,1
2015-06-29,CoffsHarbour,0,0
2015-06-30,CoffsHarbour,0,0
2015-07-01,CoffsHarbour,0,0
2015-07-02,CoffsHarbour,0,0
2015-07-03,CoffsHarbour,0,0
2015-07-04,CoffsHarbour,0,0
2015-07-05,CoffsHarbour,0,0
2015-07-06,CoffsHarbour,0,0
2015-07-07,CoffsHarbour,0,0
2015-07-08,CoffsHarbour,0,0
2015-07-09,CoffsHarbour,0,0
2015-07-10,CoffsHarbour,0,0
2015-07-11,CoffsHarbour,0,1
2015-07-12,CoffsHarbour,0,0
2015-07-13,CoffsHarbour,0,0
2015-07-14,CoffsHarbour,0,0
2015-07-15,CoffsHarbour,0,0
2015-07-16,CoffsHarbour,0,0
2015-07-17,CoffsHarbour,0,0
2015-07-18,CoffsHarbour,0,0
2015-07-19,CoffsHarbour,1,0
2015-07-20,CoffsHarbour,1,0
2015-07-21,CoffsHarbour,1,1
2015-07-22,CoffsHarbour,0,0
2015-07-23,CoffsHarbour,1,1
2015-07-24,CoffsHarbour,1,1
2015-07-25,CoffsHarbour,0,1
2015-07-26,CoffsHarbour,0,0
2015-07-27,CoffsHarbour,0,0
2015-07-28,CoffsHarbour,0,0
2015-07-29,CoffsHarbour,1,0
2015-07-30,CoffsHarbour,0,0
2015-07-31,CoffsHarbour,0,0
2015-08-01,CoffsHarbour,0,0
2015-08-02,CoffsHarbour,0,0
2015-08-03,CoffsHarbour,0,0
2015-08-04,CoffsHarbour,0,0
2015-08-05,CoffsHarbour,0,0
2015-08-06,CoffsHarbour,0,0
2015-08-07,CoffsHarbour,0,0
2015-08-08,CoffsHarbour,0,0
2015-08-09,CoffsHarbour,0,0
2015-08-10,CoffsHarbour,0,0
2015-08-11,CoffsHarbour,0,0
2015-08-12,CoffsHarbour,0,0
2015-08-13,CoffsHarbour,0,0
2015-08-14,CoffsHarbour,0,0
2015-08-15,CoffsHarbour,0,0
2015-08-16,CoffsHarbour,0,0
2015-08-17,CoffsHarbour,0,0
2015-08-18,CoffsHarbour,0,0
2015-08-19,CoffsHarbour,0,0
2015-08-20,CoffsHarbour,0,0
2015-08-21,CoffsHarbour,0,0
2015-08-22,CoffsHarbour,0,1
2015-08-23,CoffsHarbour,1,0
2015-08-24,CoffsHarbour,1,1
2015-08-25,CoffsHarbour,0,0
2015-08-26,CoffsHarbour,0,0
2015-08-27,CoffsHarbour,1,1
2015-08-28,CoffsHarbour,0,0
2015-08-29,CoffsHarbour,0,0
2015-08-30,CoffsHarbour,0,0
2015-08-31,CoffsHarbour,0,0
2015-09-01,CoffsHarbour,0,0
2015-09-02,CoffsHarbour,1,0
2015-09-03,CoffsHarbour,0,0
2015-09-04,CoffsHarbour,0,0
2015-09-05,CoffsHarbour,1,1
2015-09-06,CoffsHarbour,1,1
2015-09-07,CoffsHarbour,0,1
2015-09-08,CoffsHarbour,0,0
2015-09-09,CoffsHarbour,0,0
2015-09-10,CoffsHarbour,0,0
2015-09-11,CoffsHarbour,0,0
2015-09-12,CoffsHarbour,0,0
2015-09-13,CoffsHarbour,0,0
2015-09-14,CoffsHarbour,0,0
2015-09-15,CoffsHarbour,0,0
2015-09-16,CoffsHarbour,1,0
2015-09-17,CoffsHarbour,1,1
2015-09-18,CoffsHarbour,1,0
2015-09-19,CoffsHarbour,1,1
2015-09-20,CoffsHarbour,1,1
2015-09-21,CoffsHarbour,0,1
2015-09-22,CoffsHarbour,0,0
2015-09-23,CoffsHarbour,0,0
2015-09-24,CoffsHarbour,1,0
2015-09-25,CoffsHarbour,1,1
2015-09-26,CoffsHarbour,0,0
2015-09-27,CoffsHarbour,0,0
2015-09-28,CoffsHarbour,0,0
2015-09-29,CoffsHarbour,0,0
2015-09-30,CoffsHarbour,0,0
2015-10-01,CoffsHarbour,0,1
2015-10-02,CoffsHarbour,0,1
2015-10-03,CoffsHarbour,0,0
2015-10-04,CoffsHarbour,0,0
2015-10-05,CoffsHarbour,0,0
2015-10-06,CoffsHarbour,0,0
2015-10-07,CoffsHarbour,0,0
2015-10-08,CoffsHarbour,1,1
2015-10-09,CoffsHarbour,0,0
2015-10-10,CoffsHarbour,0,0
2015-10-11,CoffsHarbour,0,0
2015-10-12,CoffsHarbour,0,0
2015-10-13,CoffsHarbour,1,1
2015-10-14,CoffsHarbour,1,1
2015-10-15,CoffsHarbour,0,0
2015-10-16,CoffsHarbour,0,0
2015-10-17,CoffsHarbour,0,0
2015-10-18,CoffsHarbour,0,0
2015-10-19,CoffsHarbour,0,0
2015-10-20,CoffsHarbour,0,0
2015-10-21,CoffsHarbour,0,0
2015-10-22,CoffsHarbour,1,1
2015-10-23,CoffsHarbour,0,1
2015-10-24,CoffsHarbour,0,0
2015-10-25,CoffsHarbour,0,0
2015-10-26,CoffsHarbour,1,0
2015-10-27,CoffsHarbour,0,1
2015-10-28,CoffsHarbour,0,0
2015-10-29,CoffsHarbour,1,1
2015-10-30,CoffsHarbour,0,0
2015-10-31,CoffsHarbour,0,0
2015-11-01,CoffsHarbour,0,0
2015-11-02,CoffsHarbour,0,0
2015-11-03,CoffsHarbour,1,1
2015-11-04,CoffsHarbour,1,1
2015-11-05,CoffsHarbour,1,1
2015-11-06,CoffsHarbour,0,0
2015-11-07,CoffsHarbour,0,1
2015-11-08,CoffsHarbour,1,1
2015-11-09,CoffsHarbour,0,0
2015-11-10,CoffsHarbour,0,0
2015-11-11,CoffsHarbour,0,0
2015-11-12,CoffsHarbour,0,0
2015-11-13,CoffsHarbour,1,0
2015-11-14,CoffsHarbour,1,1
2015-11-15,CoffsHarbour,0,0
2015-11-16,CoffsHarbour,1,0
2015-11-17,CoffsHarbour,0,0
2015-11-18,CoffsHarbour,0,0
2015-11-19,CoffsHarbour,0,0
2015-11-20,CoffsHarbour,0,0
2015-11-21,CoffsHarbour,1,0
2015-11-22,CoffsHarbour,0,1
2015-11-23,CoffsHarbour,0,0
2015-11-24,CoffsHarbour,0,0
2015-11-25,CoffsHarbour,0,0
2015-11-26,CoffsHarbour,0,0
2015-11-27,CoffsHarbour,0,1
2015-11-28,CoffsHarbour,0,1
2015-11-29,CoffsHarbour,1,1
2015-11-30,CoffsHarbour,0,0
2015-12-01,CoffsHarbour,1,0
2015-12-02,CoffsHarbour,1,0
2015-12-03,CoffsHarbour,0,1
2015-12-04,CoffsHarbour,1,0
2015-12-05,CoffsHarbour,0,0
2015-12-06,CoffsHarbour,0,0
2015-12-07,CoffsHarbour,0,0
2015-12-08,CoffsHarbour,0,0
2015-12-09,CoffsHarbour,1,0
2015-12-10,CoffsHarbour,0,0
2015-12-11,CoffsHarbour,0,0
2015-12-12,CoffsHarbour,0,0
2015-12-13,CoffsHarbour,0,0
2015-12-14,CoffsHarbour,0,0
2015-12-15,CoffsHarbour,0,0
2015-12-16,CoffsHarbour,1,0
2015-12-17,CoffsHarbour,0,0
2015-12-18,CoffsHarbour,0,0
2015-12-19,CoffsHarbour,0,0
2015-12-20,CoffsHarbour,0,0
2015-12-21,CoffsHarbour,0,0
2015-12-22,CoffsHarbour,1,0
2015-12-23,CoffsHarbour,1,1
2015-12-24,CoffsHarbour,1,1
2015-12-25,CoffsHarbour,0,0
2015-12-26,CoffsHarbour,0,0
2015-12-27,CoffsHarbour,0,0
2015-12-28,CoffsHarbour,0,0
2015-12-29,CoffsHarbour,0,1
2015-12-30,CoffsHarbour,0,0
2015-12-31,CoffsHarbour,0,0
2016-01-01,CoffsHarbour,0,0
2016-01-02,CoffsHarbour,0,0
2016-01-03,CoffsHarbour,1,1
2016-01-04,CoffsHarbour,0,0
2016-01-05,CoffsHarbour,1,1
2016-01-06,CoffsHarbour,0,0
2016-01-07,CoffsHarbour,0,0
2016-01-08,CoffsHarbour,0,0
2016-01-09,CoffsHarbour,0,0
2016-01-10,CoffsHarbour,0,0
2016-01-11,CoffsHarbour,0,0
2016-01-12,CoffsHarbour,0,0
2016-01-13,CoffsHarbour,0,0
2016-01-14,CoffsHarbour,0,0
2016-01-15,CoffsHarbour,1,1
2016-01-16,CoffsHarbour,1,0
2016-01-17,CoffsHarbour,0,0
2016-01-18,CoffsHarbour,0,0
2016-01-19,CoffsHarbour,0,0
2016-01-20,CoffsHarbour,0,0
2016-01-21,CoffsHarbour,0,0
2016-01-22,CoffsHarbour,1,0
2016-01-23,CoffsHarbour,1,1
2016-01-24,CoffsHarbour,1,0
2016-01-25,CoffsHarbour,1,0
2016-01-26,CoffsHarbour,1,1
2016-01-27,CoffsHarbour,1,0
2016-01-28,CoffsHarbour,1,1
2016-01-29,CoffsHarbour,1,0
2016-01-30,CoffsHarbour,0,0
2016-01-31,CoffsHarbour,0,0
2016-02-01,CoffsHarbour,0,0
2016-02-02,CoffsHarbour,0,0
2016-02-03,CoffsHarbour,1,1
2016-02-04,CoffsHarbour,1,1
2016-02-05,CoffsHarbour,1,1
2016-02-06,CoffsHarbour,1,1
2016-02-07,CoffsHarbour,0,0
2016-02-08,CoffsHarbour,1,0
2016-02-09,CoffsHarbour,1,0
2016-02-10,CoffsHarbour,0,0
2016-02-11,CoffsHarbour,0,0
2016-02-12,CoffsHarbour,0,0
2016-02-13,CoffsHarbour,0,0
2016-02-14,CoffsHarbour,0,0
2016-02-15,CoffsHarbour,0,0
2016-02-16,CoffsHarbour,0,0
2016-02-17,CoffsHarbour,0,0
2016-02-18,CoffsHarbour,0,0
2016-02-19,CoffsHarbour,0,0
2016-02-20,CoffsHarbour,0,0
2016-02-21,CoffsHarbour,0,0
2016-02-22,CoffsHarbour,0,0
2016-02-23,CoffsHarbour,0,0
2016-02-24,CoffsHarbour,0,0
2016-02-25,CoffsHarbour,0,0
2016-02-26,CoffsHarbour,0,0
2016-02-27,CoffsHarbour,0,0
2016-02-28,CoffsHarbour,0,0
2016-02-29,CoffsHarbour,0,0
2016-03-01,CoffsHarbour,0,0
2016-03-02,CoffsHarbour,0,0
2016-03-03,CoffsHarbour,1,0
2016-03-04,CoffsHarbour,1,0
2016-03-05,CoffsHarbour,0,0
2016-03-06,CoffsHarbour,0,0
2016-03-07,CoffsHarbour,0,0
2016-03-08,CoffsHarbour,1,0
2016-03-09,CoffsHarbour,0,0
2016-03-10,CoffsHarbour,0,0
2016-03-11,CoffsHarbour,0,0
2016-03-12,CoffsHarbour,1,0
2016-03-13,CoffsHarbour,0,0
2016-03-14,CoffsHarbour,0,0
2016-03-15,CoffsHarbour,1,0
2016-03-16,CoffsHarbour,1,0
2016-03-17,CoffsHarbour,0,0
2016-03-18,CoffsHarbour,1,0
2016-03-19,CoffsHarbour,0,0
2016-03-20,CoffsHarbour,1,0
2016-03-21,CoffsHarbour,0,0
2016-03-22,CoffsHarbour,0,0
2016-03-23,CoffsHarbour,0,0
2016-03-24,CoffsHarbour,0,0
